ts_from,ts_to,deauth_count,probe_count,beacon_count,eviltwin_max_distinct_bssids,top_sender_deauth,top_sender_probe,top_sender_beacon,top_bssid_deauth_count,top_bssid_deauth_mac,deauth_reason_top,deauth_reason_distinct,top_channel,top_channel_beacon_count,top_channel_deauth_count
1764021943.8106194,1764021944.8106194,0,15,7,0,0,6,4,0,,,0,10,4,0
1764021944.8106194,1764021945.8106194,0,15,6,0,0,6,4,0,,,0,10,3,0
1764021945.8106194,1764021946.8106194,0,15,8,0,0,6,4,0,,,0,10,5,0
1764021946.8106194,1764021947.8106194,0,15,8,0,0,6,4,0,,,0,10,5,0
1764021947.8106194,1764021948.8106194,0,15,13,0,0,6,9,0,,,0,10,9,0
1764021948.8106194,1764021949.8106194,0,15,23,0,0,6,18,0,,,0,10,19,0
1764021949.8106194,1764021950.8106194,0,15,31,0,0,6,26,0,,,0,10,27,0
1764021950.8106194,1764021951.8106194,0,15,36,0,0,6,31,0,,,0,10,32,0
1764021951.8106194,1764021952.8106194,0,15,45,0,0,6,40,0,,,0,10,41,0
1764021952.8106194,1764021953.8106194,0,15,47,0,0,6,45,0,,,0,10,47,0
1764021953.8106194,1764021954.8106194,0,15,45,0,0,6,41,0,,,0,10,44,0
1764021954.8106194,1764021955.8106194,0,15,41,0,0,6,36,0,,,0,10,40,0
1764021955.8106194,1764021956.8106194,0,15,41,0,0,6,35,0,,,0,10,41,0
1764021956.8106194,1764021957.8106194,0,15,42,0,0,6,35,0,,,0,10,39,0
1764021957.8106194,1764021958.8106194,0,15,31,0,0,6,24,0,,,0,10,29,0
1764021958.8106194,1764021959.8106194,0,15,29,0,0,6,22,0,,,0,10,28,0
1764021959.8106194,1764021960.8106194,0,15,34,0,0,6,26,0,,,0,10,34,0
1764021960.8106194,1764021961.8106194,0,13,20,0,0,4,12,0,,,0,10,16,0
1764021961.8106194,1764021962.8106194,0,13,20,0,0,4,12,0,,,0,10,16,0
1764021962.8106194,1764021963.8106194,0,13,20,0,0,4,12,0,,,0,10,16,0
1764021963.8106194,1764021964.8106194,0,13,19,0,0,4,11,0,,,0,10,13,0
1764021964.8106194,1764021965.8106194,0,13,11,0,0,4,5,0,,,0,10,3,0
1764021965.8106194,1764021966.8106194,0,13,11,0,0,4,5,0,,,0,10,3,0
1764021966.8106194,1764021967.8106194,0,10,11,0,0,2,5,0,,,0,10,3,0
1764021967.8106194,1764021968.8106194,0,11,12,0,0,2,5,0,,,0,10,4,0
1764021968.8106194,1764021969.8106194,0,11,12,0,0,2,5,0,,,0,10,5,0
1764021969.8106194,1764021970.8106194,0,11,18,0,0,2,9,0,,,0,10,12,0
1764021970.8106194,1764021971.8106194,0,11,20,0,0,2,11,0,,,0,10,14,0
1764021971.8106194,1764021972.8106194,0,11,20,0,0,2,11,0,,,0,10,14,0
1764021972.8106194,1764021973.8106194,0,11,18,0,0,2,13,0,,,0,10,17,0
1764021973.8106194,1764021974.8106194,0,11,22,0,0,2,17,0,,,0,10,19,0
1764021974.8106194,1764021975.8106194,0,11,24,0,0,2,21,0,,,0,10,23,0
1764021975.8106194,1764021976.8106194,0,11,31,0,0,2,28,0,,,0,10,30,0
1764021976.8106194,1764021977.8106194,0,11,36,0,0,2,33,0,,,0,10,36,0
1764021977.8106194,1764021978.8106194,0,11,43,0,0,2,39,0,,,0,10,43,0
1764021978.8106194,1764021979.8106194,0,11,48,0,0,2,44,0,,,0,10,47,0
1764021979.8106194,1764021980.8106194,0,11,48,0,0,2,44,0,,,0,10,46,0
1764021980.8106194,1764021981.8106194,0,11,42,0,0,2,38,0,,,0,10,41,0
1764021981.8106194,1764021982.8106194,0,11,33,0,0,2,29,0,,,0,10,30,0
1764021982.8106194,1764021983.8106194,0,11,29,0,0,2,25,0,,,0,10,26,0
1764021983.8106194,1764021984.8106194,0,11,32,0,0,2,25,0,,,0,10,19,0
1764021984.8106194,1764021985.8106194,0,11,17,0,0,2,10,0,,,0,10,16,0
1764021985.8106194,1764021986.8106194,0,11,14,0,0,2,7,0,,,0,10,10,0
1764021986.8106194,1764021987.8106194,0,11,15,0,0,2,7,0,,,0,10,11,0
1764021987.8106194,1764021988.8106194,0,11,15,0,0,2,7,0,,,0,10,10,0
1764021988.8106194,1764021989.8106194,0,11,15,0,0,2,7,0,,,0,10,5,0
1764021989.8106194,1764021990.8106194,0,11,15,0,0,2,7,0,,,0,10,4,0
1764021990.8106194,1764021991.8106194,0,11,15,0,0,2,7,0,,,0,10,2,0
1764021991.8106194,1764021992.8106194,0,11,9,0,0,2,6,0,,,0,10,2,0
1764021992.8106194,1764021993.8106194,0,11,6,0,0,2,3,0,,,0,10,4,0
1764021993.8106194,1764021994.8106194,0,11,6,0,0,2,3,0,,,0,10,4,0
1764021994.8106194,1764021995.8106194,0,11,6,0,0,2,3,0,,,0,10,4,0
1764021995.8106194,1764021996.8106194,0,11,9,0,0,2,6,0,,,0,10,8,0
1764021996.8106194,1764021997.8106194,0,11,4,0,0,2,1,0,,,0,10,1,0
1764021997.8106194,1764021998.8106194,0,11,4,0,0,2,1,0,,,0,10,1,0
1764021998.8106194,1764021999.8106194,0,11,4,0,0,2,1,0,,,0,10,1,0
1764021999.8106194,1764022000.8106194,0,11,4,0,0,2,1,0,,,0,10,1,0
1764022000.8106194,1764022001.8106194,0,11,4,0,0,2,1,0,,,0,10,1,0
1764022001.8106194,1764022002.8106194,0,11,4,0,0,2,1,0,,,0,10,1,0
1764022002.8106194,1764022003.8106194,0,11,5,0,0,2,2,0,,,0,10,3,0
1764022003.8106194,1764022004.8106194,0,11,5,0,0,2,2,0,,,0,10,3,0
1764022004.8106194,1764022005.8106194,0,11,5,0,0,2,2,0,,,0,10,3,0
1764022005.8106194,1764022006.8106194,0,11,5,0,0,2,2,0,,,0,10,3,0
1764022006.8106194,1764022007.8106194,0,11,5,0,0,2,2,0,,,0,10,4,0
1764022007.8106194,1764022008.8106194,0,11,6,0,0,2,3,0,,,0,10,3,0
1764022008.8106194,1764022009.8106194,0,11,6,0,0,2,3,0,,,0,10,3,0
1764022009.8106194,1764022010.8106194,0,11,6,0,0,2,3,0,,,0,10,3,0
1764022010.8106194,1764022011.8106194,0,11,9,0,0,2,6,0,,,0,10,8,0
1764022011.8106194,1764022012.8106194,0,11,9,0,0,2,6,0,,,0,10,8,0
1764022012.8106194,1764022013.8106194,0,11,12,0,0,2,9,0,,,0,10,10,0
1764022013.8106194,1764022014.8106194,0,11,17,0,0,2,14,0,,,0,10,15,0
1764022014.8106194,1764022015.8106194,0,11,24,0,0,2,20,0,,,0,10,22,0
1764022015.8106194,1764022016.8106194,0,11,30,0,0,2,25,0,,,0,10,27,0
1764022016.8106194,1764022017.8106194,0,11,40,0,0,2,35,0,,,0,10,38,0
1764022017.8106194,1764022018.8106194,0,11,44,0,0,2,38,0,,,0,10,39,0
1764022018.8106194,1764022019.8106194,0,11,41,0,0,2,35,0,,,0,10,39,0
1764022019.8106194,1764022020.8106194,0,11,39,0,0,2,33,0,,,0,10,36,0
1764022020.8106194,1764022021.8106194,0,11,38,0,0,2,32,0,,,0,10,29,0
1764022021.8106194,1764022022.8106194,0,11,24,0,0,2,18,0,,,0,10,19,0
1764022022.8106194,1764022023.8106194,0,11,24,0,0,2,18,0,,,0,10,18,0
1764022023.8106194,1764022024.8106194,0,11,22,0,0,2,17,0,,,0,10,15,0
1764022024.8106194,1764022025.8106194,0,11,15,0,0,2,10,0,,,0,10,13,0
1764022025.8106194,1764022026.8106194,0,11,16,0,0,2,10,0,,,0,10,14,0
1764022026.8106194,1764022027.8106194,0,11,12,0,0,2,6,0,,,0,10,10,0
1764022027.8106194,1764022028.8106194,0,11,13,0,0,2,6,0,,,0,10,9,0
1764022028.8106194,1764022029.8106194,0,11,13,0,0,2,6,0,,,0,10,10,0
1764022029.8106194,1764022030.8106194,0,11,13,0,0,2,6,0,,,0,10,9,0
1764022030.8106194,1764022031.8106194,0,11,11,0,0,2,6,0,,,0,10,6,0
1764022031.8106194,1764022032.8106194,0,11,11,0,0,2,6,0,,,0,10,6,0
1764022032.8106194,1764022033.8106194,0,11,12,0,0,2,6,0,,,0,10,7,0
1764022033.8106194,1764022034.8106194,0,11,9,0,0,2,4,0,,,0,10,4,0
1764022034.8106194,1764022035.8106194,0,11,9,0,0,2,4,0,,,0,10,4,0
1764022035.8106194,1764022036.8106194,0,11,9,0,0,2,4,0,,,0,10,4,0
1764022036.8106194,1764022037.8106194,0,11,7,0,0,2,4,0,,,0,10,2,0
1764022037.8106194,1764022038.8106194,0,11,7,0,0,2,4,0,,,0,10,2,0
1764022038.8106194,1764022039.8106194,0,11,7,0,0,2,4,0,,,0,10,2,0
1764022039.8106194,1764022040.8106194,0,11,7,0,0,2,4,0,,,0,10,2,0
1764022040.8106194,1764022041.8106194,0,11,8,0,0,2,4,0,,,0,10,2,0
1764022041.8106194,1764022042.8106194,0,11,5,0,0,2,2,0,,,0,10,3,0
1764022042.8106194,1764022043.8106194,0,11,5,0,0,2,2,0,,,0,10,3,0
1764022043.8106194,1764022044.8106194,0,11,7,0,0,2,3,0,,,0,10,5,0
1764022044.8106194,1764022045.8106194,0,11,8,0,0,2,4,0,,,0,10,6,0
1764022045.8106194,1764022046.8106194,0,11,9,0,0,2,5,0,,,0,10,6,0
1764022046.8106194,1764022047.8106194,0,11,9,0,0,2,5,0,,,0,10,6,0
1764022047.8106194,1764022048.8106194,0,11,9,0,0,2,5,0,,,0,10,6,0
1764022048.8106194,1764022049.8106194,0,11,9,0,0,2,5,0,,,0,10,4,0
1764022049.8106194,1764022050.8106194,0,11,9,0,0,2,5,0,,,0,10,2,0
1764022050.8106194,1764022051.8106194,0,11,8,0,0,2,5,0,,,0,10,2,0
1764022051.8106194,1764022052.8106194,0,11,8,0,0,2,5,0,,,0,10,2,0
1764022052.8106194,1764022053.8106194,0,11,5,0,0,2,2,0,,,0,10,3,0
1764022053.8106194,1764022054.8106194,0,11,6,0,0,2,2,0,,,0,10,4,0
1764022054.8106194,1764022055.8106194,0,11,6,0,0,2,2,0,,,0,10,4,0
1764022055.8106194,1764022056.8106194,0,11,7,0,0,2,3,0,,,0,10,6,0
1764022056.8106194,1764022057.8106194,0,11,8,0,0,2,3,0,,,0,10,5,0
1764022057.8106194,1764022058.8106194,0,11,8,0,0,2,4,0,,,0,10,5,0
1764022058.8106194,1764022059.8106194,0,11,8,0,0,2,4,0,,,0,10,5,0
1764022059.8106194,1764022060.8106194,0,11,8,0,0,2,4,0,,,0,10,5,0
1764022060.8106194,1764022061.8106194,0,11,9,0,0,2,4,0,,,0,10,5,0
1764022087.532518,1764022088.532518,0,0,2,0,0,0,2,0,,,0,10,2,0
1764022088.532518,1764022089.532518,0,0,2,0,0,0,2,0,,,0,10,2,0
1764022089.532518,1764022090.532518,0,0,2,0,0,0,2,0,,,0,10,2,0
1764022090.532518,1764022091.532518,0,0,2,0,0,0,2,0,,,0,10,2,0
1764022091.532518,1764022092.532518,0,0,2,0,0,0,2,0,,,0,10,2,0
1764022092.532518,1764022093.532518,0,0,2,0,0,0,2,0,,,0,10,2,0
1764022114.1588979,1764022115.1588979,0,0,2,0,0,0,2,0,,,0,10,2,0
1764022115.1588979,1764022116.1588979,0,0,2,0,0,0,2,0,,,0,10,2,0
1764022116.1588979,1764022117.1588979,0,0,3,0,0,0,3,0,,,0,10,3,0
1764022117.1588979,1764022118.1588979,0,0,4,0,0,0,4,0,,,0,10,4,0
1764022118.1588979,1764022119.1588979,0,0,4,0,0,0,4,0,,,0,10,4,0
1764022119.1588979,1764022120.1588979,0,0,4,0,0,0,4,0,,,0,10,4,0
1764022120.1588979,1764022121.1588979,0,0,5,0,0,0,5,0,,,0,10,5,0
1764022121.1588979,1764022122.1588979,0,0,3,0,0,0,3,0,,,0,10,3,0
1764022122.1588979,1764022123.1588979,0,0,3,0,0,0,3,0,,,0,10,3,0
1764022123.1588979,1764022124.1588979,0,0,3,0,0,0,3,0,,,0,10,3,0
1764022124.1588979,1764022125.1588979,0,0,3,0,0,0,3,0,,,0,10,3,0
1764022125.1588979,1764022126.1588979,0,3,3,0,0,2,3,0,,,0,10,2,0
1764022126.1588979,1764022127.1588979,0,3,1,0,0,2,1,0,,,0,10,1,0
1764022127.1588979,1764022128.1588979,0,3,1,0,0,2,1,0,,,0,10,1,0
1764022128.1588979,1764022129.1588979,0,3,1,0,0,2,1,0,,,0,10,1,0
1764022129.1588979,1764022130.1588979,0,3,1,0,0,2,1,0,,,0,10,1,0
1764022130.1588979,1764022131.1588979,0,3,1,0,0,2,1,0,,,0,10,1,0
1764022131.1588979,1764022132.1588979,0,3,1,0,0,2,1,0,,,0,10,1,0
1764022132.1588979,1764022133.1588979,0,3,1,0,0,2,1,0,,,0,10,1,0
1764022133.1588979,1764022134.1588979,0,3,1,0,0,2,1,0,,,0,10,1,0
1764022134.1588979,1764022135.1588979,0,3,2,0,0,2,1,0,,,0,10,2,0
1764022135.1588979,1764022136.1588979,0,3,3,0,0,2,2,0,,,0,10,3,0
1764022136.1588979,1764022137.1588979,0,4,3,0,0,2,2,0,,,0,10,3,0
1764022137.1588979,1764022138.1588979,0,4,3,0,0,2,2,0,,,0,10,3,0
1764022138.1588979,1764022139.1588979,0,4,3,0,0,2,2,0,,,0,10,3,0
1764022139.1588979,1764022140.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022140.1588979,1764022141.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022141.1588979,1764022142.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022142.1588979,1764022143.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022143.1588979,1764022144.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022144.1588979,1764022145.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022145.1588979,1764022146.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022146.1588979,1764022147.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022147.1588979,1764022148.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022148.1588979,1764022149.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022149.1588979,1764022150.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022150.1588979,1764022151.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022151.1588979,1764022152.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022152.1588979,1764022153.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022153.1588979,1764022154.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022154.1588979,1764022155.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022155.1588979,1764022156.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022156.1588979,1764022157.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022157.1588979,1764022158.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022158.1588979,1764022159.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022159.1588979,1764022160.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022160.1588979,1764022161.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022161.1588979,1764022162.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022162.1588979,1764022163.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022163.1588979,1764022164.1588979,0,12,2,0,0,9,1,0,,,0,,0,0
1764022164.1588979,1764022165.1588979,0,12,2,0,0,9,1,0,,,0,,0,0
1764022165.1588979,1764022166.1588979,0,12,2,0,0,9,1,0,,,0,,0,0
1764022166.1588979,1764022167.1588979,0,12,2,0,0,9,1,0,,,0,,0,0
1764022167.1588979,1764022168.1588979,0,12,2,0,0,9,1,0,,,0,,0,0
1764022168.1588979,1764022169.1588979,0,12,2,0,0,9,1,0,,,0,,0,0
1764022169.1588979,1764022170.1588979,0,12,2,0,0,9,1,0,,,0,,0,0
1764022170.1588979,1764022171.1588979,0,12,2,0,0,9,1,0,,,0,,0,0
1764022171.1588979,1764022172.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022172.1588979,1764022173.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022173.1588979,1764022174.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022174.1588979,1764022175.1588979,0,12,2,0,0,9,1,0,,,0,10,1,0
1764022175.1588979,1764022176.1588979,0,12,3,0,0,9,1,0,,,0,10,1,0
1764022176.1588979,1764022177.1588979,0,12,3,0,0,9,1,0,,,0,10,1,0
1764022177.1588979,1764022178.1588979,0,12,3,0,0,9,1,0,,,0,10,1,0
1764022178.1588979,1764022179.1588979,0,12,3,0,0,9,1,0,,,0,10,1,0
1764022179.1588979,1764022180.1588979,0,12,3,0,0,9,1,0,,,0,10,1,0
1764022180.1588979,1764022181.1588979,0,12,3,0,0,9,1,0,,,0,10,1,0
1764022181.1588979,1764022182.1588979,0,12,3,0,0,9,1,0,,,0,10,1,0
1764022182.1588979,1764022183.1588979,0,12,3,0,0,9,1,0,,,0,10,1,0
1764022183.1588979,1764022184.1588979,0,12,4,0,0,9,2,0,,,0,10,2,0
1764022184.1588979,1764022185.1588979,0,12,4,0,0,9,2,0,,,0,10,3,0
1764022185.1588979,1764022186.1588979,0,12,5,0,0,9,3,0,,,0,10,4,0
1764022186.1588979,1764022187.1588979,0,12,6,0,0,9,4,0,,,0,10,5,0
1764022187.1588979,1764022188.1588979,0,12,8,0,0,9,6,0,,,0,10,7,0
1764022188.1588979,1764022189.1588979,0,12,8,0,0,9,6,0,,,0,10,7,0
1764022189.1588979,1764022190.1588979,0,12,6,0,0,9,4,0,,,0,10,4,0
1764022190.1588979,1764022191.1588979,0,12,6,0,0,9,4,0,,,0,10,4,0
1764022191.1588979,1764022192.1588979,0,12,6,0,0,9,4,0,,,0,10,4,0
1764022192.1588979,1764022193.1588979,0,12,8,0,0,9,6,0,,,0,10,6,0
1764022193.1588979,1764022194.1588979,0,12,3,0,0,9,1,0,,,0,10,1,0
1764022194.1588979,1764022195.1588979,0,12,3,0,0,9,1,0,,,0,10,1,0
1764022195.1588979,1764022196.1588979,0,12,3,0,0,9,1,0,,,0,10,1,0
1764022196.1588979,1764022197.1588979,0,12,3,0,0,9,1,0,,,0,10,1,0
1764022197.1588979,1764022198.1588979,0,12,3,0,0,9,1,0,,,0,10,1,0
1764022198.1588979,1764022199.1588979,0,12,3,0,0,9,1,0,,,0,10,2,0
1764022199.1588979,1764022200.1588979,0,12,7,0,0,9,4,0,,,0,10,6,0
1764022200.1588979,1764022201.1588979,0,12,11,0,0,9,6,0,,,0,10,10,0
1764022201.1588979,1764022202.1588979,0,13,6,0,0,9,4,0,,,0,10,1,0
1764022202.1588979,1764022203.1588979,0,13,6,0,0,9,4,0,,,0,10,1,0
1764022203.1588979,1764022204.1588979,0,13,6,0,0,9,4,0,,,0,10,1,0
1764022204.1588979,1764022205.1588979,0,13,6,0,0,9,4,0,,,0,10,1,0
1764022205.1588979,1764022206.1588979,0,13,6,0,0,9,4,0,,,0,10,1,0
1764022206.1588979,1764022207.1588979,0,13,6,0,0,9,4,0,,,0,10,1,0
1764022207.1588979,1764022208.1588979,0,13,6,0,0,9,4,0,,,0,10,1,0
1764022208.1588979,1764022209.1588979,0,13,6,0,0,9,4,0,,,0,10,1,0
1764022209.1588979,1764022210.1588979,0,13,7,0,0,9,4,0,,,0,10,2,0
1764022210.1588979,1764022211.1588979,0,13,9,0,0,9,4,0,,,0,10,4,0
1764022211.1588979,1764022212.1588979,0,13,9,0,0,9,4,0,,,0,10,4,0
1764022212.1588979,1764022213.1588979,0,13,9,0,0,9,4,0,,,0,10,4,0
1764022213.1588979,1764022214.1588979,0,13,9,0,0,9,4,0,,,0,10,4,0
1764022214.1588979,1764022215.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022215.1588979,1764022216.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022216.1588979,1764022217.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022217.1588979,1764022218.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022218.1588979,1764022219.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022219.1588979,1764022220.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022220.1588979,1764022221.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022221.1588979,1764022222.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022222.1588979,1764022223.1588979,0,13,8,0,0,9,4,0,,,0,10,2,0
1764022223.1588979,1764022224.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022224.1588979,1764022225.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022225.1588979,1764022226.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022226.1588979,1764022227.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022227.1588979,1764022228.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022228.1588979,1764022229.1588979,0,13,9,0,0,9,4,0,,,0,10,3,0
1764022229.1588979,1764022230.1588979,0,12,9,0,0,9,4,0,,,0,10,2,0
1764022230.1588979,1764022231.1588979,0,12,9,0,0,9,4,0,,,0,10,2,0
1764022231.1588979,1764022232.1588979,0,12,9,0,0,9,4,0,,,0,10,3,0
1764022232.1588979,1764022233.1588979,0,12,10,0,0,9,4,0,,,0,10,4,0
1764022233.1588979,1764022234.1588979,0,12,9,0,0,9,4,0,,,0,10,3,0
1764022234.1588979,1764022235.1588979,0,12,11,0,0,9,5,0,,,0,10,5,0
1764022235.1588979,1764022236.1588979,0,12,13,0,0,9,7,0,,,0,10,7,0
1764022236.1588979,1764022237.1588979,0,12,13,0,0,9,7,0,,,0,10,7,0
1764022237.1588979,1764022238.1588979,0,12,13,0,0,9,7,0,,,0,10,7,0
1764022238.1588979,1764022239.1588979,0,12,13,0,0,9,7,0,,,0,10,7,0
1764022239.1588979,1764022240.1588979,0,12,15,0,0,9,9,0,,,0,10,9,0
1764022240.1588979,1764022241.1588979,0,12,16,0,0,9,10,0,,,0,10,9,0
1764022241.1588979,1764022242.1588979,0,12,16,0,0,9,10,0,,,0,10,7,0
1764022242.1588979,1764022243.1588979,0,12,16,0,0,9,10,0,,,0,10,7,0
1764022243.1588979,1764022244.1588979,0,12,16,0,0,9,10,0,,,0,10,7,0
1764022244.1588979,1764022245.1588979,0,12,16,0,0,9,10,0,,,0,10,3,0
1764022245.1588979,1764022246.1588979,0,12,16,0,0,9,10,0,,,0,,0,0
1764022246.1588979,1764022247.1588979,0,13,7,0,0,9,4,0,,,0,10,1,0
1764022247.1588979,1764022248.1588979,0,13,7,0,0,9,4,0,,,0,10,1,0
1764022248.1588979,1764022249.1588979,0,13,7,0,0,9,4,0,,,0,10,1,0
1764022249.1588979,1764022250.1588979,0,13,7,0,0,9,4,0,,,0,10,1,0
1764022250.1588979,1764022251.1588979,0,13,7,0,0,9,4,0,,,0,10,1,0
1764022251.1588979,1764022252.1588979,0,13,7,0,0,9,4,0,,,0,10,1,0
1764022252.1588979,1764022253.1588979,0,13,7,0,0,9,4,0,,,0,10,1,0
1764022253.1588979,1764022254.1588979,0,13,7,0,0,9,4,0,,,0,10,1,0
1764022254.1588979,1764022255.1588979,0,13,7,0,0,9,4,0,,,0,10,1,0
1764022255.1588979,1764022256.1588979,0,13,7,0,0,9,4,0,,,0,10,1,0
1764022256.1588979,1764022257.1588979,0,13,7,0,0,9,4,0,,,0,10,1,0
1764022257.1588979,1764022258.1588979,0,13,7,0,0,9,4,0,,,0,10,2,0
1764022258.1588979,1764022259.1588979,0,13,5,0,0,9,2,0,,,0,10,4,0
1764022259.1588979,1764022260.1588979,0,13,5,0,0,9,2,0,,,0,10,4,0
1764022260.1588979,1764022261.1588979,0,13,5,0,0,9,2,0,,,0,10,4,0
1764022261.1588979,1764022262.1588979,0,12,6,0,0,9,3,0,,,0,10,5,0
1764022262.1588979,1764022263.1588979,0,12,7,0,0,9,4,0,,,0,10,5,0
1764022263.1588979,1764022264.1588979,0,12,7,0,0,9,4,0,,,0,10,3,0
1764022264.1588979,1764022265.1588979,0,12,7,0,0,9,4,0,,,0,10,3,0
1764022265.1588979,1764022266.1588979,0,12,4,0,0,9,1,0,,,0,10,1,0
1764022266.1588979,1764022267.1588979,0,12,4,0,0,9,1,0,,,0,10,1,0
1764022267.1588979,1764022268.1588979,0,12,4,0,0,9,1,0,,,0,10,1,0
1764022268.1588979,1764022269.1588979,0,12,4,0,0,9,1,0,,,0,10,1,0
1764022269.1588979,1764022270.1588979,0,12,6,0,0,9,3,0,,,0,10,3,0
1764022270.1588979,1764022271.1588979,0,12,8,0,0,9,5,0,,,0,10,5,0
1764022271.1588979,1764022272.1588979,0,12,9,0,0,9,6,0,,,0,10,6,0
1764022272.1588979,1764022273.1588979,0,12,9,0,0,9,6,0,,,0,10,6,0
1764022273.1588979,1764022274.1588979,0,12,9,0,0,9,6,0,,,0,10,6,0
1764022274.1588979,1764022275.1588979,0,12,9,0,0,9,6,0,,,0,10,6,0
1764022275.1588979,1764022276.1588979,0,12,9,0,0,9,6,0,,,0,10,4,0
1764022276.1588979,1764022277.1588979,0,14,5,0,0,9,2,0,,,0,10,2,0
